cf,denominazione,url_trasparenza,categoria,raggiungibile,errore,disposizioni_generali,organizzazione,consulenti,personale,selezione_personale,bandi_contratti,sovvenzioni,bilanci,beni_immobili,controlli,pagamenti,accesso_civico,privacy,categorie_trovate,score
02630880272,TEATRO STABILE DEL VENETO - CARLO GOLDONI,amministrazione trasparente,controllo_pubblico,False,unknown url type: '/amministrazione%20trasparente',,,,,,,,,,,,,,0,0
01233150117,SVILUPPO TURISTICO LERICI SRL,https://sviluppoturisticolerici.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
00914920673,TE.AM. TERAMO AMBIENTE SPA CON ABBREVIAZIONE 'TE.AM. SPA',https://teramoambiente.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
12561010153,TECHNOLOGIES FOR WATER SERVICES S.P.A.,http://bandi.twsacea.com/trasparenza-appalti.php,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,3,23.1
01530510542,SVILUPPO LAVORO ITALIA S.P.A.,https://societatrasparente.sviluppolavoroitalia.it,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
04786421000,TECNOSERVICECAMERE SOCIETA' CONSORTILE PER AZIONI,https://www.tecnoservicecamere.it/societa-trasparente,controllo_pubblico,True,,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,11,84.6
02085550032,TERME PREMIA S.R.L. - VALLI ANTIGORIO DIVEDRO FORMAZZA,https://www.premiaterme.com/it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
02129950834,TIRRENO ECOSVILUPPO 2000 - SOCIETA' CONSORTILE A R.L.,trasparenza &#038; atti,controllo_pubblico,False,unknown url type: '/trasparenza%20&',,,,,,,,,,,,,,0,0
00157980442,TENNACOLA S.P.A.,https://tennacola.portaletrasparenza.net,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
07936981211,STAZIONE SPERIMENTALE PER L'INDUSTRIA DELLE PELLI E DELLE MATERIECONCIANTI S.R.L,https://www.ssip.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02857580613,TERRA DI LAVORO S.P.A.,https://www.terradilavorospa.com/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01931650921,TECNOCASIC S.P.A.,https://tecnocasic.societatrasparente.it/frontend/compass33?acckey=728b0b2110f06a6a,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01598350443,START S.P.A.,https://www.startspa.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02427880022,TERRE DEL SESIA SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA,https://www.terredelsesia.it/societa-trasparente-2024/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01252720071,SOCIETE INFRASTRUCTURES VALDOTAINES S.R.L.,https://sivsrl.vda.it/societa_trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
01556040093,TPL LINEA S.R.L.,https://www.tpllinea.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1759225752,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
00508120011,SOCIETA' ITALIANA TRAFORO GRAN SAN BERNARDO - SOCIETA' PER AZIONI,http://trasparenza.partout.it/enti/sitrasb,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
02155050343,TEP S.P.A.,https://www.tep.pr.it/azienda/trasparenza/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
10511931007,TIVOLI FORMA S.R.L.,https://www.tivoliforma.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01933270447,TRASFER S.C. A R.L. IN SIGLA TRASFER,https://www.trasfer.eu/it/anticorruzione_e_amministrazione_trasparente/,controllo_pubblico,True,,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,NO,NO,SI,5,38.5
02802700167,TRAMVIE ELETTRICHE BERGAMASCHE S.P.A.                            IN BREVE TEB S.P.A.,https://www.teb.bergamo.it/amministrazione-trasparente,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,SI,2,15.4
01907230591,TRA.SCO. PONTINIA SOCIETA' A RESPONSABILITA' LIMITATA,https://www.trascopontinia.eu/wp-content/plugins/amministrazione-trasparente/static/style.css?ver=6.8.5,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0.0
01897460851,SOCIETA' PER LA REGOLAMENTAZIONE DEL SERVIZIO DI GESTIONE RIFIUTIA.T.O. N.4 CALTANISSETTA PROVINCIA SUD,https://srrcaltanissetta.comuneweb.it/servizionline/amministrazionetrasparente/amministrazionetrasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
09219460012,TORINO NUOVA ECONOMIA S.P.A. SIGLABILE T.N.E. S.P.A.,https://www.torinonuovaeconomia.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
01606150223,TRENTINO MOBILITA' S.P.A.,http://www.trentinomobilita.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
07401840017,TURISMO TORINO E PROVINCIA S.C.R.L.,https://www.turismotorino.org/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
00977240324,TRIESTE TRASPORTI S.P.A.,https://www.triestetrasporti.it/it/trasparenza/bandi-gare,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02341860225,TRENTINO MARKETING S.R.L.,https://trentinomarketing.org/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
01808020356,TRASPORTI INTEGRATI E LOGISTICA SRL - SERVIZI E MANAGEMENT       TIL SRL,https://www.til.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
01245890866,TROINA AMBIENTE S.R.L.,https://www.troinaambiente.it/index.php/trasparenza/albo-pretorio,controllo_pubblico,True,,NO,NO,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,3,23.1
02634920546,UMBRA ACQUE S.P.A.,https://www.umbraacque.com/umbra-acque-trasparente,controllo_pubblico,True,,NO,SI,NO,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,9,69.2
00990320228,TRENTINO DIGITALE S.P.A.,https://www.trentinodigitale.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02002380224,TRENTINO RISCOSSIONI S.P.A.,https://www.trentinoriscossionispa.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
03249890405,UNICA RETI S.P.A.,https://www.unica-spa.it/it/societa-trasparente/disposizioni-generali.html,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
07535401009,UNIRELAB S.R.L.,https://www.unirelab.it/amministrazione-trasparente/disposizioni-generali/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
01782430225,"TRENTINO SCHOOL OF MANAGEMENT (T.S.M.) - SOCIETA' CONSORTILE A   RESPONSABILITA' LIMITATA PER LA FORMAZIONE PERMANENTE DELLE RISORSE UMANE DEL   SISTEMA PUBBLICO, A SOSTEGNO DELLA QUALITA' DELL'AMMINISTRAZIONE E DELLO        SVILUPPO TERRITORIALE",https://www.tsm.tn.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
02168050413,URBINO SERVIZI  S.P.A.,società trasparente,controllo_pubblico,False,unknown url type: '/societ%C3%A0%20trasparente',,,,,,,,,,,,,,0,0
08624711001,UNIONTRASPORTI SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA,https://uniontrasporti.portaletrasparenza.net/it,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
03624650242,VALORE CITTA' AMCPS S.R.L.,https://www.amcps.it/societa-trasparente/bandi-di-gara-e-contratti,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02568090274,VENETO INNOVAZIONE S.P.A.,https://venetoinnovazione.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
02569060540,VALLE UMBRA SERVIZI S.P.A.,https://www.valleumbraservizi.it/trasparenza-rifiuti,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
03299640163,UNIACQUE S.P.A.,https://www.uniacque.bg.it/amministrazione-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,11,84.6
00123240228,TRENTINO SVILUPPO S.P.A.,https://www.trentinosviluppo.it/amministrazione-trasparente/,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
00854750270,VENETO SVILUPPO S.P.A.,https://venetosviluppo.portaletrasparenza.net,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
08537940010,"VALLI DI LANZO, CERONDA E CASTERNONE - GRUPPO DI AZIONE LOCALE   SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA SIGLABILE VALLI DI LANZO,        CERONDA E CASTERNONE GAL SOC. CONS. A R.L.",società trasparente,controllo_pubblico,False,unknown url type: '/societ%C3%A0%20trasparente',,,,,,,,,,,,,,0,0
06679251006,VELLETRI SERVIZI SPA,https://www.velletriservizi.it/trasparenza/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02396850279,VENEZIA INFORMATICA E SISTEMI - VENIS S.P.A.                     - O IN BREVE - VENIS S.P.A.,https://www.venis.it/it/amministrazione-trasparente/bandi-di-gara-e-contratti,controllo_pubblico,True,,NO,SI,SI,NO,NO,SI,NO,SI,SI,NO,NO,NO,SI,6,46.2
08876260962,SPV LINEA M4 S.P.A. O IN FORMA ABBREVIATA M4 SPA,https://www.metro4milano.it/societa/trasparenza,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,12,92.3
03980210276,VENICE NEWPORT CONTAINER AND LOGISTICS S.P.A.,https://www.venicenewport.it/amministrazione-trasparente/,controllo_pubblico,True,,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02544690163,VAL CAVALLINA SERVIZI S.R.L.,https://www.vcsonline.it/trasparenza-gestione-rifiuti,controllo_pubblico,True,,NO,SI,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,SI,4,30.8
03196760247,VIACQUA S.P.A.,https://www.viacqua.it/it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
03341820276,VENEZIANA ENERGIA RISORSE IDRICHE TERRITORIO AMBIENTE SERVIZI -  V.E.R.I.T.A.S. S.P.A.,https://www.gruppoveritas.it/societa-trasparente,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,NO,NO,SI,SI,10,76.9
14994081009,VALORIDICARTA S.P.A.,https://www.trasparenza.valoridicarta.it/it/trasparenza/disposizioni-generali/modello-di-organizzazione-gestione-e-controllo-ex-d-lgs-231-2001.html,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
09693360019,VISIT PIEMONTE SCRL,https://www.visitpiemonte-dmo.org/societa-trasparente/bandi-di-gara-e-contratti/atti-delle-amministrazioni-aggiudicatrici-e-degli-enti-aggiudicatori-distintamente-per-ogni-procedura/avvisi-e-bandi/,controllo_pubblico,True,,NO,SI,NO,NO,SI,SI,NO,NO,SI,NO,NO,NO,SI,5,38.5
02403340983,VISIT BRESCIA SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA O INFORMA ABBREVIATA VISIT BRESCIA SCRL,https://www.visitbrescia.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
11211231003,VOLSCA AMBIENTE E SERVIZI SPA,https://www.volscambiente.it/aggiornamento-del-piano-triennale-di-prevenzione-della-corruzione-e-trasparenza-procedura-aperta-2022/,controllo_pubblico,True,,SI,SI,NO,NO,NO,SI,SI,NO,SI,NO,NO,NO,NO,5,38.5
01976500817,TRAPANI SERVIZI S.P.A',https://www.trapaniservizi.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
04631170273,VENICEPROMEX AGENZIA PER L'INTERNAZIONALIZZAZIONE SOCIETA'       CONSORTILE A RESPONSABILITA' LIMITATA                                           IN SIGLA 'VENICEPROMEX AGENZIA PER L'INTERNAZIONALIZZAZIONE                     SCARL',https://venicepromex.trasparenza-valutazione-merito.it/web/trasparenza/trasparenza,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
02502530161,YGEA S.R.L.,https://ygea.portaletrasparenza.net/,controllo_pubblico,True,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,1,7.7
02707310617,VOLTURNO MULTIUTILITY SOCIETA' PER AZIONI - IN LIQUIDAZIONE,https://www.volturnosi.it/societa-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,13,100.0
05625051007,ZETEMA PROGETTO CULTURA SRL,https://www.zetema.it/societa/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,12,92.3
02916420215,WABES SRL % WABES GMBH,https://www.wabes.it/amministrazione-trasparente/,controllo_pubblico,True,,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,NO,SI,10,76.9
02928200241,VI.ABILITA' S.R.L.,https://www.vi-abilita.it/amministrazione-trasparente,controllo_pubblico,False,,,,,,,,,,,,,,,0,0
